date,actual_c,prediction_c,persistence_c,feature_gate
2024-01-31,21.053965,21.791357,21.18140750000002,0.5
2024-02-01,21.556503,21.515812,21.05396333333336,0.5
2024-02-02,22.922209,22.0328,21.55650375000002,0.5
2024-02-03,22.281816,23.047005,22.92220916666669,0.5
2024-02-04,21.370619,22.695057,22.28181541666669,0.5
2024-02-05,21.384192,22.117466,21.370619583333355,0.5
2024-02-06,23.693071,22.237759,21.384190000000018,0.5
2024-02-07,23.865297,23.798964,23.69307041666669,0.5
2024-02-08,23.568235,24.253925,23.86529791666669,0.5
2024-02-09,22.357752,23.962427,23.56823458333336,0.5
2024-02-10,21.274862,22.25393,22.357751250000025,0.5
2024-02-11,22.734816,22.130405,21.274862916666688,0.5
2024-02-12,23.310467,23.543108,22.734816666666685,0.5
2024-02-13,22.783358,23.600822,23.310466666666695,0.5
2024-02-14,22.749722,23.22052,22.783357500000022,0.5
2024-02-15,24.359184,23.077736,22.749721666666687,0.5
2024-02-16,24.169168,24.233992,24.359185000000025,0.5
2024-02-17,23.858622,24.48239,24.169167500000018,0.5
2024-02-18,23.085514,24.48784,23.85862291666669,0.5
2024-02-19,23.115194,23.575659,23.085514166666684,0.5
2024-02-20,24.106428,23.763916,23.115194583333352,0.5
2024-02-21,25.093004,24.509562,24.10642875000002,0.5
2024-02-22,26.974224,24.79978,25.093003333333353,0.5
2024-02-23,26.789454,26.364134,26.974223750000018,0.5
2024-02-24,24.56697,26.739653,26.789453333333352,0.5
2024-02-25,25.61834,24.66628,24.56697041666668,0.5
2024-02-26,25.306452,25.775652,25.618340833333363,0.5
2024-02-27,26.018026,25.414278,25.306451666666693,0.5
2024-02-28,26.648073,26.24274,26.018026250000023,0.5
2024-02-29,25.643818,26.43379,26.648072500000016,0.5
2024-03-01,25.171835,25.681479,25.64381833333336,0.5
2024-03-02,25.46815,25.587513,25.171832916666688,0.5
2024-03-03,26.580284,26.155209,25.468149583333354,0.5
2024-03-04,26.770256,26.926544,26.580284166666683,0.5
2024-03-05,26.683695,27.054583,26.770256666666683,0.5
2024-03-06,25.158516,26.963568,26.683693750000018,0.5
2024-03-07,24.76151,25.665327,25.15851416666669,0.5
2024-03-08,25.233334,25.735006,24.761510416666695,0.5
2024-03-09,25.132322,26.042772,25.233332083333362,0.5
2024-03-10,24.629166,25.74032,25.132321666666694,0.5
2024-03-11,27.029497,25.49902,24.629165416666694,0.5
2024-03-12,27.964216,27.55618,27.029495833333346,0.5
2024-03-13,26.810135,27.915178,27.96421625000002,0.5
2024-03-14,27.340136,27.316578,26.81013583333335,0.5
2024-03-15,28.185902,27.648464,27.34013500000002,0.5
2024-03-16,27.460077,28.338663,28.18590000000003,0.5
2024-03-17,27.50192,27.534283,27.460077500000022,0.5
2024-03-18,27.91824,27.328995,27.501920000000023,0.5
2024-03-19,29.241678,28.23888,27.918240000000022,0.5
2024-03-20,29.516144,29.122595,29.241679166666685,0.5
2024-03-21,27.84832,29.283329,29.516142083333364,0.5
2024-03-22,25.07947,26.555983,27.848318750000022,0.5
2024-03-23,27.568396,26.572725,25.079468333333352,0.5
2024-03-24,27.869118,28.167627,27.56839541666669,0.5
2024-03-25,28.206276,27.949183,27.869116666666695,0.5
2024-03-26,29.18085,28.535547,28.20627625000003,0.5
2024-03-27,29.614576,29.244503,29.18084916666669,0.5
2024-03-28,29.823145,29.171223,29.61457458333335,0.5
2024-03-29,31.026018,29.89614,29.82314416666669,0.5
2024-03-30,31.740282,30.365028,31.026019166666696,0.5
2024-03-31,31.638958,30.540838,31.74028291666669,0.5
2024-04-01,33.10087,31.076426,31.638957083333356,0.5
2024-04-02,33.121395,32.293903,33.10086666666668,0.5
2024-04-03,33.542534,32.338776,33.121396250000025,0.5
2024-04-04,33.415527,32.782265,33.54253083333336,0.5
2024-04-05,34.55183,32.893116,33.41552666666669,0.5
2024-04-06,35.447987,33.54245,34.55182958333336,0.5
2024-04-07,33.785324,34.192524,35.447985000000024,0.5
2024-04-08,32.834435,32.855175,33.78532541666669,0.5
2024-04-09,32.13692,32.456894,32.83443500000002,0.5
2024-04-10,32.7291,31.978598,32.13692041666669,0.5
2024-04-11,32.291443,32.30817,32.72909666666669,0.5
2024-04-12,31.693375,32.09904,32.29144041666669,0.5
2024-04-13,31.762995,31.85621,31.69337291666669,0.5
2024-04-14,31.960302,31.845428,31.762994166666687,0.5
2024-04-15,32.783234,31.658325,31.960302500000022,0.5
2024-04-16,33.877567,32.717278,32.78323208333336,0.5
2024-04-17,33.50579,32.99288,33.877565000000025,0.5
2024-04-18,33.122925,33.092155,33.50579125000002,0.5
2024-04-19,34.016502,32.834045,33.12292500000003,0.5
2024-04-20,34.836414,33.547085,34.01650208333336,0.5
2024-04-21,34.677475,33.67348,34.83641333333335,0.5
2024-04-22,35.08748,33.858246,34.67747458333335,0.5
2024-04-23,34.689816,34.395966,35.08747666666669,0.5
2024-04-24,34.059925,34.48832,34.68981541666668,0.5
2024-04-25,34.34007,32.97382,34.05992375000002,0.5
2024-04-26,34.439022,34.11342,34.34006875000002,0.5
2024-04-27,35.51703,34.267956,34.43902083333336,0.5
2024-04-28,36.613857,35.006664,35.51702750000002,0.5
2024-04-29,35.137234,35.312126,36.61385916666669,0.5
2024-04-30,35.91544,34.394485,35.13723333333335,0.5
2024-05-01,34.590137,35.14528,35.91543791666669,0.5
2024-05-02,30.189774,34.086872,34.59013625000003,0.5
2024-05-03,30.083305,29.497704,30.18977375000002,0.5
2024-05-04,30.607046,31.28895,30.083302916666693,0.5
2024-05-05,31.538057,31.047009,30.60704541666669,0.5
2024-05-06,30.397308,31.768085,31.53805583333336,0.5
2024-05-07,29.265879,31.118685,30.39730750000002,0.5
2024-05-08,31.33222,30.067507,29.26587916666669,0.5
2024-05-09,31.649786,31.60597,31.33222125000002,0.5
2024-05-10,30.98626,31.187357,31.649785416666685,0.5
2024-05-11,31.220444,31.379368,30.986258333333357,0.5
2024-05-12,32.01355,31.633026,31.220444166666695,0.5
2024-05-13,33.56617,32.185947,32.013549166666685,0.5
2024-05-14,35.34471,33.304436,33.566166250000016,0.5
2024-05-15,35.702152,34.443253,35.34471125000002,0.5
2024-05-16,36.822906,34.7129,35.70215041666668,0.5
2024-05-17,36.98382,35.485825,36.82290666666668,0.5
2024-05-18,32.894913,34.745636,36.98382125000003,0.5
2024-05-19,32.386005,31.134594,32.89491416666669,0.5
2024-05-20,31.934135,32.339523,32.386006250000015,0.5
2024-05-21,29.265696,32.120438,31.934135833333357,0.5
2024-05-22,31.434576,29.709036,29.265695833333364,0.5
2024-05-23,32.613342,32.177223,31.43457708333335,0.5
2024-05-24,32.309364,32.266212,32.613341666666685,0.5
2024-05-25,29.403177,31.333996,32.30936500000002,0.5
2024-05-26,28.817392,27.746815,29.403177083333357,0.5
2024-05-27,28.83877,27.856806,28.81739166666669,0.5
2024-05-28,30.091314,29.474709,28.838770416666687,0.5
2024-05-29,30.822802,29.514238,30.09131375000003,0.5
2024-05-30,31.832699,30.324358,30.82280291666669,0.5
2024-05-31,31.239477,31.72744,31.83269791666669,0.5
2024-06-01,30.184572,30.061607,31.239475416666693,0.5
2024-06-02,29.49827,29.565462,30.184572083333347,0.5
2024-06-03,30.018223,29.827768,29.49827083333336,0.5
2024-06-04,30.46338,30.465963,30.01822208333336,0.5
2024-06-05,30.779673,30.647623,30.46338041666669,0.5
2024-06-06,29.753351,30.43,30.779670833333352,0.5
2024-06-07,29.517529,29.863459,29.753350833333354,0.5
2024-06-08,30.782433,29.716461,29.517528750000025,0.5
2024-06-09,31.80183,30.645685,30.782431666666692,0.5
2024-06-10,32.622746,31.058743,31.801829166666693,0.5
2024-06-11,31.00195,31.549408,32.62274458333335,0.5
2024-06-12,29.634815,30.810083,31.001949583333353,0.5
2024-06-13,28.939804,29.542833,29.634814583333355,0.5
2024-06-14,28.67887,29.219812,28.939805000000018,0.5
2024-06-15,29.459038,28.964579,28.678868750000024,0.5
2024-06-16,30.609743,29.739037,29.459038333333357,0.5
2024-06-17,30.802576,30.205757,30.609743333333356,0.5
2024-06-18,30.500189,30.46279,30.80257708333336,0.5
2024-06-19,31.026981,30.29872,30.500188750000024,0.5
2024-06-20,31.396511,30.529732,31.02698166666669,0.5
2024-06-21,31.283434,30.875336,31.396511666666697,0.5
2024-06-22,33.49574,30.892286,31.283433333333353,0.5
2024-06-23,32.864502,32.121006,33.49573958333335,0.5
2024-06-24,32.67827,31.75999,32.86450083333336,0.5
2024-06-25,31.36903,31.764925,32.678268333333364,0.5
2024-06-26,29.299236,30.905348,31.369030416666693,0.5
2024-06-27,30.794724,29.752659,29.299234166666697,0.5
2024-06-28,31.065487,30.37831,30.79472166666669,0.5
